CMPD_CHEMBLID,exp,smiles,transformed_solubility,transformed_smiles
CHEMBL373250,2.4,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,35.0,AdrdadarABasddta{ddataasA{A}{A}A}auaa{G}aaauG
CHEMBL1169388,1.89,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,43.50000000000001,ADAA{A*H}{Baraaa{aar}A{G}{G}G}asaaaaas
CHEMBL2171046,1.52,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,49.666666666666664,Aaraaa{aar}E{~B}{~B}DA{~B}DsAAA{AAs}DtAAA{AAt}Bauaaa{Z}aauZ
CHEMBL144960,3.33,O=C1C=COc2cc(OCc3ccccc3)ccc12,19.5,B~ArA~ABasaa{BAataaaaat}aaars
CHEMBL271023,0.79,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,61.833333333333336,{BM}{EP}{araaaaar}asaaatddddtds
CHEMBL90531,3.2,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,21.66666666666666,{BM}{DP}{~B}araaasBA{AD{asar}ataaaa{dP}t{BM}}{A{G}G}A{G}G
CHEMBL645,0.1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,73.33333333333334,AA{A}DAA{B}ABaraaa{ABAABA{A}A}aar
CHEMBL2178950,0.22,Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,71.33333333333333,Aardaa{darasaaa{aas}{A**H}tAA{A*H}{AAt}A{~B}B}A{~B}D
CHEMBL2178393,2.0,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,41.666666666666664,Dardda{AAEAAasdda{DA{~B}Aataaaaat}ss}sr
CHEMBL1809049,4.0,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,8.333333333333334,ABaraa{BAsAAD{AAs}A{~B}A}aaarDatdaa{Z}a{dt}auadavaaaaduv
CHEMBL1373079,2.71,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,29.833333333333332,ABaraaa{aar}As~AA{~B}ataaaaatDs
CHEMBL74380,0.7,COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C,63.333333333333336,ABArRA~ARBAs{A}Bata{A}a{B}auA{~B}A{~AA{~B}auatAs~B}DA{~B}RA{~ALA~ALA{A}A{B}A{A}A{B}A{A}A{BA{~B}A}ArA}RA
CHEMBL257600,3.67,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O,13.833333333333334,ADrA{~B}D{AAsAAs}atdd{Aauaadavaaa{Z}aauv}a{awaa{adwA}A^D}atAr~B
CHEMBL1362558,0.87,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,60.5,ADrEA{~DAr~B}DA{~B}asaaaa{Z}as
CHEMBL2059861,2.83,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C,27.833333333333332,Aaraaa{aarDA{~B}asaaa{BAataaaadt}aas}audaaduA
CHEMBL235191,0.82,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,61.333333333333336,AA{~B}Daraaa{aar}A{~B}DasaaaaasD
CHEMBL197536,1.0,Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,58.333333333333336,BaraaasA{~B}A~A{Basar}DtAABAAt
CHEMBL1086580,3.07,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F,23.83333333333334,Barda{dasAAEAars}ataaa{aat}A{G}{G}G
CHEMBL1290331,3.07,Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1,23.83333333333334,Zaraaa{DsAAD{AAs}A{~B}ABAatasadt}a{Z}ar
CHEMBL203370,1.6,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,48.333333333333336,Baraaa{aar}DsA~Dataa{B}aaatAs~B
CHEMBL1945035,1.58,O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4NC(=O)Sc34,48.666666666666664,B{A**H}{ADAAaraaaaarADAAasaaaaasG}ataaa{B}auDA{~B}Eatu
CHEMBL551360,2.62,OCC(CO)N1C=Cc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2C1=O,31.333333333333332,BAA{AB}DrA~Aasa{DA{~B}AAtuAAvAA{AA{Av}At}Au}aaaasAr~B
CHEMBL1783284,3.37,COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,18.833333333333332,ABaraaa{a{BA}dr}asa{G}aaata{D}a{ddast}A{~B}DAuAAu
CHEMBL1909734,2.68,Clc1ccccc1c2cnn[nH]2,30.33333333333333,Zaraaaaarasadd{dH}s
CHEMBL1481866,1.7,NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-],46.666666666666664,DA{~B}araaa{Basaaaataaadast}a{ar}{DP}{~B}{BM}
CHEMBL1831079,2.21,NC(=O)Nc1cc(sc1C(=O)N)c2cccc(O)c2,38.166666666666664,DA{~B}Daraa{sarA{~B}D}asaaaa{B}as
CHEMBL437,-0.37,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,81.16666666666667,Daraaa{aar}E{~B}{~B}Dasdaass
CHEMBL272105,2.49,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O,33.49999999999999,ABA{~B}Ar~Dasa{D{A*H}{A}AB}da{EAataaaa{G}atG}dasDAr~B
CHEMBL1940108,3.11,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,23.166666666666668,ABaraaaa{DA{~B}Adsaa{Batdadauaa{BA}a{BA}aatu}ads}ar
CHEMBL370252,0.74,CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O,62.666666666666664,AArAAasaa{G}aatA{~B}A{~ADrast}A{~B}B
CHEMBL205245,1.61,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4,48.16666666666666,AA{A}ADrA{~B}D{A}A{~B}asarsa{Adta{A}da{Z}atZ}asA{~B}DuAA{A**H}{B}Au
CHEMBL2070946,1.2,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ncc(C#N)s4,55.0,B~A{DAr{AAr}A^D}{A**H}sAAAA{A*H}sA{~B}DtAAD{AAt}audaa{A^D}su
CHEMBL443320,-1.34,Cc1ccc(NC(=N)N)cc1C,97.33333333333333,Aaraaa{DA{~D}D}aarA
CHEMBL1779497,1.26,Clc1ccc(cc1C(=O)NCC2CCCCC2)N3N=CC(=O)NC3=O,54.0,Zaraaa{aarA{~B}DAAsAAAAAs}DtD~AA{~B}DAt~B
CHEMBL1332736,1.3,O=C(Oc1ccccc1)N2CCOCC2,53.333333333333336,B~A{Baraaaaar}DsAABAAs
CHEMBL2070948,1.9,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,43.333333333333336,AA{A}{A^D}arada{sr}DsAAD{AAs}A{~B}{A**H}tAAAA{A*H}tA{~B}DAu{AAu}A^D
CHEMBL1732699,3.0,FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3,25.0,GA{G}{G}arddasaaa{ddrs}DtAAAAAt
CHEMBL1917433,0.21,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,71.5,Aara{Easaaa{Z}aas}ata{DE{~B}{~B}A}aaaatdrAA{~B}B
CHEMBL2141746,1.55,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,49.166666666666664,AAADA{~B}AEaraaa{adr}E{~B}{~B}DsAAAAs
CHEMBL256576,2.82,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,28.000000000000004,A{A**H}{Baraaaasdada{Dataaaua{adduAavaaaadv}at}ars}A{~B}DwAABAAw
CHEMBL87388,3.52,COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1,16.333333333333332,ABaraaa{AdsaatD{AA{A}A}A{~B}D{A}A{~B}atas}aar
CHEMBL150606,3.2,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4,21.66666666666666,ABaraasa{Dataaa{Z}aatG}dadasaarBAAduadadu
CHEMBL8809,1.09,CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,56.833333333333336,AADrAAA{A*H}rADA{~B}asa{B}a{Z}aa{Z}asBA
CHEMBL1233655,0.55,CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2,65.83333333333333,AA{~B}Darda{A}a{sr}asada{G}a{DE{~B}{~B}atsa{A}datA}as
CHEMBL384962,1.78,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F,45.333333333333336,Aaraaasa{ar}a{a{A}dsAA{~B}B}ataadauaaa{aatu}A{G}{G}G
CHEMBL1542764,1.43,CSc1ncccc1C(=O)Nc2nccs2,51.166666666666664,AEardaaaarA{~B}Dasdaass
CHEMBL2181927,2.51,CCOc1ncc(C)c2NC(=C([C@@H](c3ccc(cc3OC)C#N)c12)C(=O)N)C,33.16666666666667,AABardaa{A}asDA{~A{{A**H}{ataaa{aatBA}A^D}ars}A{~B}D}A
CHEMBL2334590,2.49,Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3,33.49999999999999,Aardasaaa{Z}adsarataada{D}dt
CHEMBL1480987,2.31,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,36.5,AArAA{AA{A}{A}Ar}BA{~B}A{B}asaaaaas
CHEMBL2335898,3.34,C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,19.333333333333336,A{A**H}{DA{~B}ArAAAADrA}asaaa{Datdaauaa{aaaudt}avaadaav}aas
CHEMBL401193,4.13,CN(C)C(=O)CN1CCN(CCc2c([nH]c3sc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6)CC1,6.166666666666669,AD{A}A{~B}ADrAAD{AAasa{{dH}atsa{aast}A{A}{A}A{~B}DuAvAAAuAAv}awaa{A}aa{A}aw}AAr
CHEMBL1950851,3.12,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,23.0,AD{A**H}{A}A{~B}D{A*H}{A{~B}D{A*H}rAAAD{AAasaaa{G}aas}Ar}A{A}{A}A
CHEMBL2035030,2.2,NC1(CCC1)c2ccc(cc2)c3ncc4ccncc4c3c5ccccc5,38.33333333333333,DAr{AAAr}asaaa{aas}atdaauaadaauatavaaaaav
CHEMBL111955,1.77,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C)C(=O)C(F)(F)F,45.5,AA{A}A{DA{~B}ADrA{~B}A{~AA~Arasaaaaas}DE{~B}{~B}A}A{~B}A{G}{G}G
CHEMBL316388,1.5,C[C@@H]1CN([C@@H](C)CN1C(=O)c2ccc(cc2)C#N)C(=O)[C@@](C)(O)C(F)(F)F,50.0,A{A**H}rAD{{A**H}{A}ADrA{~B}asaaa{aas}A^D}A{~B}{A**}{A}{B}A{G}{G}G
CHEMBL248380,2.5,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(N[C@H](C)C(=O)O)c3C#N,33.333333333333336,AABaraaaaarasaaa{aas}atdauaaa{G}aaua{D{A*H}{A}A{~B}B}atA^D
CHEMBL235581,1.49,Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,50.166666666666664,Zaraaa{AAsAADAAs}aarA{~B}DAAtuAAvAA{AA{Av}At}Au
CHEMBL1682940,3.17,CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)(=O)C)c4ccccc4,22.166666666666668,AA{A*H}{DA{~B}ara{a{dasaaaaars}ataaaaat}E{~B}{~B}A}auaaaaau
CHEMBL1471868,3.19,Fc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1,21.833333333333332,Garaaa{DA{~B}asaaadasBataaaaat}aar
CHEMBL1076211,1.65,CC(CN1CCCCC1)C(=O)c2ccc(C)cc2,47.5,AA{ADrAAAAAr}A{~B}asaaa{A}aas
CHEMBL1951022,2.8,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,28.33333333333334,AA{A}BA{~B}DrAAA{AAr}Basdada{Dataaa{datA}E{~B}{~B}A}asA
CHEMBL1987793,3.89,Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25,10.166666666666664,Aaraaaaarasa{A{~B}B}d{AAABataaaauaaaaatu}avaaaaasv
CHEMBL1947155,2.28,C[C@@H](NCc1ccccc1c2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2)c5ccccc5,37.00000000000001,A{A**H}{DAaraaaaarasaaa{AADA{A*H}{B}ataaa{B}auDA{~B}Eatu}aas}avaaaaav
CHEMBL1939418,2.75,Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1,29.166666666666668,Darda{Dasaaa{G}a{Z}as}atda{dH}atdr
CHEMBL398295,3.97,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,8.83333333333333,AAAEarda{D{A**H}sA{A*H}sataaaaat}auddd{{A**H}vA{A*H}{B}{A**H}{B}{A*H}vB}audr
CHEMBL174107,-0.84,CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,89.0,AEaraaa{aar}DsA{~DA{~DAs{A}A}D}D
CHEMBL2089280,1.6,C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3ccc(C)cc3,48.333333333333336,A{A**H}rD{E**}{~B}{~DAr~B}asaaaa{as}ataaa{A}aat
CHEMBL139347,2.4,Nc1nc(N)nc(n1)c2cccc(c2)C(F)(F)F,35.0,Darda{D}da{dr}asaaaa{as}A{G}{G}G
CHEMBL1623,3.39,Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1,18.499999999999996,Aaraaaa{ADsAAD{AAs}A{ataaaaat}auaaa{Z}aau}ar
CHEMBL2171034,1.79,Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,45.166666666666664,Garaaa{aar}E{~B}{~B}DA{~B}DsAAA{AAs}DtAAA{AAt}Bauaaa{Z}a{Z}au
CHEMBL1689115,1.01,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)Cc3ccccc3,58.166666666666664,BA{~B}ABaraaa{Z}aarADsAAAD{AAs}E{~B}{~B}Aataaaaat
CHEMBL1628691,3.62,Clc1cccc(c1Cl)n2nnnc2NCc3ccccc3Oc4ccccn4,14.666666666666664,Zaraaaa{arZ}dsdddasDAataaaaatBauaaaadu
CHEMBL1515447,2.36,CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,35.666666666666664,ADrAAAD{AAr}A{asaaaaas}ataaa{Z}aat
CHEMBL559968,1.29,Clc1ccccc1CCNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O,53.5,ZaraaaaarAADA{~B}asaa{aaasZ}DtD~AA{~B}DAt~B
CHEMBL1180299,1.1,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccccn4)C3=O,56.666666666666664,ZaraaasA{~B}At~A{Dasar}A{~B}DD{Aauaaaadu}At~B
CHEMBL2335897,2.15,C[C@@H](NC(=O)[C@H]1CCCCN1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,39.166666666666664,A{A**H}{DA{~B}{A*H}rAAAADr}asaaa{Datdaauaa{aaaudt}avaadaav}aas
CHEMBL204476,1.98,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3cccc4ncccc34)c2C(=O)N5CC[C@@H](O)C5,42.0,AA{A}ADrA{~B}D{A}A{~B}asarsa{Aataaaaudaaaatu}asA{~B}DvAA{A**H}{B}Av
CHEMBL2164680,3.5,C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,16.666666666666668,A{A*H}{DA{~B}{A**H}rAAAA{A*H}rA{~B}DsAAat{dH}auaaa{G}aauatAs}A^D
CHEMBL109396,1.17,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)N)C(=O)C(F)(F)F,55.5,AA{A}A{DA{~B}ADrA{~B}A{~AA~Arasaaaaas}DE{~B}{~B}D}A{~B}A{G}{G}G
CHEMBL551765,2.53,OC(=O)C1CCN(CC1)c2ncccc2c3ccc(Cl)c(c3)C(=O)NCC4CCCCCC4,32.833333333333336,BA{~B}ArAAD{AAr}asdaaaasataaa{Z}a{at}A{~B}DAAuAAAAAAu
CHEMBL14690,1.13,Clc1ccc(CNC(=N)SCCCc2c[nH]cn2)cc1,56.166666666666664,Zaraaa{ADA{~D}EAAAasa{dH}ads}aar
CHEMBL2089276,1.3,Cc1ccc(cc1)c2cccc(c2)c3nn[nH]n3,53.333333333333336,Aaraaa{aar}asaaaa{as}atdd{dH}dt
CHEMBL1917461,0.35,Cc1ccc2c(n1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,69.16666666666667,Aaraaasa{dr}a{Eataaa{Z}aat}a{A}dsAA{~B}B
CHEMBL366080,1.8,CN(C1CCN(C)CC1)c2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2,45.0,AD{ArAAD{A}AAr}asdaaa{Dataa{DA{~B}auaada{au}DvAABAAv}aaatA}ds
CHEMBL306262,3.2,CCCCCC[C@H]1OC(=O)CNC(=O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1C)[C@H](C)CC)[C@H](C)O,21.66666666666666,AAAAAA{A*H}rBA{~B}ADA{~B}{A*H}{DA{~B}{A*H}{AB}DA{~B}{A**H}{DA{~B}{A*H}{AA{A}A}D{A}A{~B}{A**H}rA}{A*H}{A}AA}{A*H}{A}B
CHEMBL1950724,0.82,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)c3ccccc3,61.333333333333336,AD{A**H}{A}A{~B}D{A**H}{ArAAAAAr}A{~B}D{A*H}sAAD{As}A{~B}ataaaaat
CHEMBL2059864,3.19,Cc1cnc([nH]1)c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2,21.833333333333332,Aarada{{dH}r}asaaa{A}a{DA{~B}ataaa{BAauaaaadu}aat}as
CHEMBL1165028,3.3,O=C(NCCSCc1ccccc1)c2ccccc2,20.000000000000004,B~A{DAAEAaraaaaar}asaaaaas
CHEMBL2158836,2.5,OC(=O)[C@@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,33.333333333333336,BA{~B}{A**H}{Aaraaaaar}DsAAA{ADtAAA{AAt}Bauaaa{Z}a{Z}au}AAs
CHEMBL205807,2.35,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ccccc34)c2C(=O)N5CC[C@@H](O)C5,35.833333333333336,AA{A}ADrA{~B}D{A}A{~B}asarsa{Aata{dH}auaaaaatu}asA{~B}DvAA{A**H}{B}Av
CHEMBL576068,1.73,C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3,46.166666666666664,A{A*H}{Darada{A}a{Dasaa{A}{dH}ds}dr}ataaa{G}adt
CHEMBL142715,3.3,C(CN1CCCCC1)C2CCc3cc(OCc4ccc(cc4)c5ccccc5)ccc3C2,20.000000000000004,A{ADrAAAAAr}AsAAataa{BAauaaa{aau}avaaaaav}aaatAs
CHEMBL409493,2.31,Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccc(cc4)C(=O)NC5CC5)CC3,36.5,DaraaaaarDA{~B}asaaa{aas}AtAAD{Aauaaa{aau}A{~B}DAvAAv}AAt
CHEMBL1945297,2.41,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c3ccc(O)c4NC(=O)Sc34,34.833333333333336,AA{Aaraaaa{ADAAasa{Z}aaaasZ}ar}DA{A*H}{B}ataaa{B}auDA{~B}Eatu
CHEMBL2321991,0.61,OCC[C@@]1(CCCNC1)c2ccc(Cl)c(Cl)c2,64.83333333333333,BAA{A**}r{AAADAr}asaaa{Z}a{Z}as
CHEMBL2164670,3.57,COc1ccccc1C(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(Cc4ccc(F)cc4)CC3)C#N,15.500000000000002,ABaraaaaarA{DA{~B}{A**H}sAAAA{A*H}sA{~B}DtAAD{Aauaaa{G}aau}AAt}A^D
CHEMBL182150,3.13,CN(C)c1nc(N[C@@H]2CC[C@@H](CC2)NC(=O)c3ccc(F)c(F)c3)nc4ccccc14,22.833333333333332,AD{A}arda{D{A**H}sAA{A**H}{AAs}DA{~B}ataaa{G}a{G}at}dauaaaaaru
CHEMBL1788268,1.56,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc2ccccc2,49.0,AAADA{A**H}{B}ABaraaaaarA{~B}AAasaaaaas
CHEMBL1180288,0.7,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CC4)c5ccncc5,63.333333333333336,BarasA{~B}D{DA{~B}asdataa{Z}aaart}A{AuAAu}avaadaav
CHEMBL2158792,2.08,Cc1cc(OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,40.333333333333336,Aaraa{BAsAAD{AAtAAD{AAt}{A**}{A}{Aauaaa{G}aau}A{~B}B}AAs}aaarZ
CHEMBL490512,3.77,O=C(CCc1ccccc1)c2ccccc2,12.166666666666666,B~A{AAaraaaaar}asaaaaas
CHEMBL813,-0.9,CCCCc1ncc(\C=C(/Cc2cccs2)\C(=O)O)n1Cc3ccc(cc3)C(=O)O,90.0,AAAAardaa{RA~A{LAasaaass}RA{~B}B}drAataaa{aat}A{~B}B
CHEMBL2158835,2.5,OC(=O)[C@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,33.333333333333336,BA{~B}{A*H}{Aaraaaaar}DsAAA{ADtAAA{AAt}Bauaaa{Z}a{Z}au}AAs
CHEMBL75880,3.02,C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,24.666666666666668,A{A{ArAAAAAr}AsAAAAAs}AtAAAADt
CHEMBL1762545,3.9,COc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4,10.000000000000002,ABaraa{Dasdaaa{ds}D{A}ataa{AB}aaatA}aa{ar}DuAABAAu
CHEMBL1975242,1.94,O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3,42.666666666666664,B~A{DardasA{~B}DA~Dassr}ataaaaat
CHEMBL1682948,3.72,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccc(F)cc3)c4ccccc4,12.999999999999998,AA{A*H}{DA{~B}ara{{EP}{A}{BM}}a{dasaaaaars}ataaa{G}aat}auaaaaau
CHEMBL2331753,2.27,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(c4)C(F)(F)F)c3)C(=O)NC1=O,37.166666666666664,AAr~AD{{A*H}sAAAD{As}E{~B}{~B}ataaa{B}a{Bauaaaa{au}A{G}{G}G}at}A{~B}DAr~B
CHEMBL74355,1.7,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,46.666666666666664,ABaraaaa{{A*H}{B}AsAAD{AAataaa{G}aat}AAs}arBA
CHEMBL250540,2.43,COc1ccc2nc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)ccc2c1,34.49999999999999,ABaraaasda{D{A*H}tAAA{A**H}{At}DAauaasau}aaasar
CHEMBL1559730,3.2,CN1CCN(CC1)c2ncnc3c2sc4nc(C)cc(C)c34,21.66666666666666,ADrAAD{AAr}asdadatassauda{A}aa{A}atu
CHEMBL2086650,3.27,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,20.5,AA{A}{A}BA{~B}DrAAD{AAr}asdaa{BAataaa{aat}E{~B}{~B}A}ads
CHEMBL237616,0.75,O=C(COc1ccccc1)N2CCOCC2,62.5,B~A{ABaraaaaar}DsAABAAs
CHEMBL1607641,0.97,Cc1nnsc1C(=O)Nc2ccccc2,58.833333333333336,AarddsarA{~B}Dasaaaaas
CHEMBL1201373,1.07,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,57.166666666666664,AA{A*H}{A}A{~B}B{A*H}rA{A**H}{A}A~AsA~A{A*H}{A}{A*H}{AA{A**H}{B}A{A**H}{B}AA{~B}B}{A**H}rs
CHEMBL2179669,-0.38,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(c4)C(F)(F)F)c3)C2)C(=O)NC1=O,81.33333333333333,AAr~AD{{A*H}sAAAD{Aataaa{A{~B}B}a{Bauaaaa{au}A{G}{G}G}at}As}A{~B}DAr~B
CHEMBL1479463,2.0,COc1cc(O)cc2OC=C(C(=O)c12)c3ccc(O)cc3,41.666666666666664,ABaraa{B}aasBA~A{A{~B}ars}ataaa{B}aat
CHEMBL976,2.43,O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,34.49999999999999,B~A{ArAAAAAr}DsAAtD{AAauaaaaatu}A{~B}As
CHEMBL1213085,3.55,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4nc(c5ccc(O)c(F)c5)c6c(N)ncnc46,15.833333333333336,AaraaaaarDsA{~Dataaaa{A}atAs~B}Aduda{avaaa{B}a{G}av}awa{D}dadauw
CHEMBL2152076,2.5,Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4cccc(Cl)c4)cc12)c5ccc(F)cc5,33.333333333333336,Daraa{dasaaa{Dataa{da{D}dt}auaaaa{Z}au}aars}avaaa{G}aav
CHEMBL1467,-0.42,O=C1NC=Nc2[nH]ncc12,82.0,B~ArDA~Das{dH}daars
CHEMBL1934423,0.78,C[C@H](NC(=O)c1c(C)nn(C2CCOC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,62.0,A{A*H}{DA{~B}ara{A}dd{AsAABAs}arDE{~B}{~B}ataaa{A}aat}A{A}{A}A
CHEMBL119385,2.74,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,29.33333333333333,Garaaa{EAs~DDtA~DA{~B}A{~AtA~As}aua{Z}aaaauZ}a{G}ar
