smiles,u0_atom,transformed_solubility,transformed_smiles
C1OCC2CC1O2,-1505.37,61.578965038721506,ArBAAsAArBs
OCC1(O)CCC1,-1650.0,69.6718743005506,BAAr{B}AAAr
CC#CC,-1010.86,33.908187474819826,AA^AA
O=CC1C=COC1,-1387.84,55.0024620618649,B~AArA~ABAr
NN=C1C=COC1,-1433.32,57.54733873494785,DD~ArA~ABAr
N#CCCC=O,-1174.94,43.08943999283764,D^AAAA~B
C1=CCOCCC1,-1715.65,73.34538251488429,Ar~AABAAAr
N#CC1CCCC1,-1675.41,71.09371502753034,D^AArAAAAr
CCC#C[CH][N]N,-1486.14,60.50293209185731,AAA^A{AH}{D}D
C1=NOCC2NC12,-1288.68,49.45386991360402,Ar~DBAAsDArs
C=COC(C)C,-1551.53,64.16189175880749,A~ABA{A}A
C[CH][N]OCC=O,-1364.76,53.71099870182193,A{AH}{D}BAA~B
OC1CCC2NC12,-1935.54,85.6495366847218,BArAAAsDArs
CC1(C)CC=NO1,-1578.82,65.68892967456019,AAr{A}AA~DBr
CCC#CCOC,-1685.32,71.64823850664757,AAA^AABA
C=CC=C(C)CO,-1710.94,73.08182998343705,A~AA~A{A}AB
C=C(C)C=CCC,-1912.62,84.3670262769148,A~A{A}A~AAA
C=CC(N)C1CC1,-1772.45,76.52368055866424,A~AA{D}ArAAr
Cc1ccn(C)c1,-1228.95,46.11162093200233,Aaraad{A}ar
[CH2]C(=C[N]O)OC,-1356.81,53.26614888759569,{AHs}A{~A{D}B}BA
C=CC(CN)CO,-1565.58,64.9480728770312,A~AA{AD}AB
CC(C)NC=N,-1510.68,61.87609114105378,AA{A}DA~D
C=CC#CC(C)=O,-1427.72,57.23398540668786,A~AA^AA{A}~B
C#CC(=C)COC,-1540.44,63.54134025694973,A^AA{~A}ABA
C=COCOC=C,-1497.87,61.15929540265901,A~ABABA~A
C=C1OCC=C1C,-1590.76,66.35704373517169,A~ArBAA~ArA
CC(C)=CCO,-1555.96,64.40977662384172,AA{A}~AAB
C1=NN2CCC2C1,-1507.4,61.69255562021577,Ar~DDsAAAsAr
CCCN1CCC1,-1906.49,84.02401629437307,AAADrAAAr
CC=CC1CC1O,-1698.66,72.39469089932406,AA~AArAArB
CC=C(C#N)OC,-1447.91,58.363736066968094,AA~A{A^D}BA
C=COC(C)=NN,-1445.52,58.23000134294283,A~ABA{A}~DD
NC1CCCC1,-1641.27,69.18337884417386,DArAAAAr
CN1C2CCCC21,-1774.48,76.63727114015848,ADrAsAAAAsr
CC1CN1[CH][N]O,-1418.77,56.73317964098662,AArADr{AH}{D}B
CC(=O)C1CC1,-1423.14,56.977707148932375,AA{~B}ArAAr
C1=CC2CC1O2,-1246.86,47.113792022919554,Ar~AAsAArBs
CCNC,-1168.84,42.74810868884014,AADA
C=CC1=NNCC1,-1661.44,70.3120103854246,A~AAr~DDAAr
CC(N)C1CCC1,-1916.69,84.59476699941807,AA{D}ArAAAr
CCN(C)CC#N,-1659.76,70.2180043869466,AAD{A}AA^D
C#CC(=C)CC,-1454.71,58.74423653699808,A^AA{~A}AA
C#CC(N)C(C)O,-1561.99,64.74719101123597,A^AA{D}A{A}B
C#CC(O)CC=C,-1546.37,63.87315904919646,A^AA{B}AA~A
C=CCCNC,-1615.42,67.73691749854515,A~AAADA
NN1CCCC1=O,-1912.05,84.33513138457407,DDrAAAAr~B
NC(=O)C#CCO,-1124.33,40.25750928868795,DA{~B}A^AAB
OC12CCCC1C2,-1719.32,73.55074085679753,BArsAAAArAs
Cn1nccc1O,-1347.17,52.72673351537671,AdrdaaarB
CNCC#CCN,-1628.06,68.44420072518913,ADAA^AAD
CCC(O)CO,-1501.14,61.34227136398229,AAA{B}AB
C=C(C)C=CCO,-1712.54,73.17135950579703,A~A{A}A~AAB
CCOC=CC#N,-1459.88,59.033528806123826,AABA~AA^D
CCNC1CC1O,-1709.38,72.99453869913604,AADArAArB
C=CC(=C)CN,-1482.23,60.28414432159004,A~AA{~A}AD
C=C(C=O)OCC,-1517.49,62.25715117059852,A~A{A~B}BAA
C[N][CH]N1CC1C,-1638.54,69.03061909664711,A{D}{AH}DrAArA
C#CC(N)CCC,-1760.89,75.87682975961326,A^AA{D}AAA
C#CC(=C)C(=C)C,-1609.65,67.4140516585344,A^AA{~A}A{~A}A
CCCC1CC1N,-1917.03,84.61379202291957,AAAArAArD
C=CCC=C(C)C,-1906.84,84.04360087738932,A~AAA~A{A}A
C#CCC(=C)C#N,-1346.96,52.71498276556695,A^AAA{~A}A^D
C=CC1C=COC1,-1575.19,65.48580957070594,A~AArA~ABAr
CC=CC(=O)NC,-1614.73,67.69830789202739,AA~AA{~B}DA
CCC#CC(N)=O,-1462.2,59.163346613545826,AAA^AA{D}~B
C#CC1CCCN1,-1916.77,84.59924347553606,A^AArAAADr
Cc1cc(O)sn1,-1643.1,69.28577823537312,Aaraa{B}sdr
C=C1C=NNC1,-1222.72,45.76301535431309,A~ArA~DDAr
C#CC1NC1C,-1317.17,51.04805497112674,A^AArDArA
CC1(C)NCC1N,-1653.82,69.88562603518511,AAr{A}DAArD
C1=COCCCO1,-1513.69,62.044518554993516,Ar~ABAAABr
C#CC(N)C1CC1,-1613.79,67.64570929764089,A^AA{D}ArAAr
CC#CC=O,-972.49,31.761157616724116,AA^AA~B
CC1NC(C)C1N,-1797.91,77.94831908321771,AArDA{A}ArD
CC(N)C1NC1C,-1786.63,77.31713595057971,AA{D}ArDArA
[NH][C](CO)N1CC1,-1205.43,44.795536953310354,{DH}{A}{AB}DrAAr
C=CC(C)N1CC1,-1762.82,75.98482474595998,A~AA{A}DrAAr
CC1(O)CNC1=O,-1411.95,56.35156005192712,AAr{B}ADAr~B
CN[N][CH]CC=O,-1446.08,58.26133667576883,AD{D}{AH}AA~B
CCC(C)(O)CO,-1797.88,77.94664040467345,AAA{A}{B}AB
CCCC(C)=O,-1573.23,65.37613590581493,AAAA{A}~B
COCC#CC=O,-1350.71,52.9248175835982,ABAA^AA~B
CCC(C)CO,-1696.04,72.24808630645956,AAA{A}AB
NCC1OCC1N,-1582.84,65.91387259948968,DAArBAArD
CC=CC(=O)NO,-1386.2,54.91069430144591,AA~AA{~B}DB
CC=CCO,-1258.46,47.76288106002955,AA~AAB
C1CC(C2CN2)O1,-1564.18,64.86973454496622,ArAA{AsADs}Br
CCN1CC(C)C1,-1908.86,84.15663189936882,AADrAA{A}Ar
CCC=CCNC,-1914.16,84.45319844218633,AAA~AADA
CCCC(O)CO,-1796.55,77.8722189892117,AAAA{B}AB
CCCS(C)(=O)=O,-1444.6,58.17852186758583,AAAE{A}{~B}~B
Nc1ccoc1O,-1272.93,48.57256367787278,DaraabarB
O=C1C2CCC1O2,-1374.64,54.26384350239493,B~ArAsAAArBs
NC1C=CC2CC12,-1646.43,69.47211155378487,DArA~AAsAArs
CC=CS([O])([O])O,-1376.59,54.372957607771156,AA~AE{{B}}{{B}}B
C=CC(=N)N(C)O,-1426.76,57.18026769327186,A~AA{~D}D{A}B
C=C(C)C(N)CO,-1724.16,73.82156766193654,A~A{A}A{D}AB
N#CC1C=NN=C1,-1120.81,40.06054433949595,D^AArA~DD~Ar
CC=C1C=CCC1,-1787.94,77.39043824701196,AA~ArA~AAAr
CC1(O)C(N)C1N,-1587.24,66.16007878597969,AAr{B}A{D}ArD
OC1CC=NOC1,-1360.8,53.48941313398093,BArAA~DBAr
O=c1cccco1,-1282.55,49.11085993106227,B~araaaabr
N#CCC1CCO1,-1453.65,58.68492322843458,D^AAArAABr
CC1OC1C(=N)N,-1466.69,59.41458883566857,AArBArA{~D}D
C=C(CC)C(C)N,-1919.0,84.72402524732532,A~A{AA}A{A}D
NCC1=COCC1,-1592.41,66.44937105510543,DAAr~ABAAr
CC1CNCC1N,-1744.84,74.97873673843951,AArADAArD
C#CC(CO)=NN,-1277.77,48.843390483011774,A^AA{AB}~DD
C#CC#CCC=O,-1255.13,47.57654774161781,A^AA^AAA~B
CCC(O)C1CC1,-1847.07,80.69911365772865,AAA{B}ArAAr
CCC1(O)CC1O,-1647.08,69.5084829222436,AAAr{B}AArB
C[CH][N]OCCN,-1569.1,65.14503782622319,A{AH}{D}BAAD
C=C1C=NN(C)C1,-1514.55,62.09264067326201,A~ArA~DD{A}Ar
O=C1C=CC(O)C1,-1404.67,55.94420072518914,B~ArA~AA{B}Ar
C=C(C#N)CNC,-1522.57,62.5414074040915,A~A{A^D}ADA
O=CC=CC1CC1,-1574.87,65.46790366623392,B~AA~AArAAr
C=C1CCC(O)C1,-1725.96,73.92228837459153,A~ArAAA{B}Ar
Cc1ccc(N)[nH]1,-1604.06,67.10125788978915,Aaraaa{D}{dH}r
CC(O)C=CC#N,-1461.35,59.115784054792066,AA{B}A~AA^D
C=CC,-861.73,25.56347643135324,A~AA
C#CC1C(N)C1O,-1418.74,56.73150096244237,A^AArA{D}ArB
C=C1CC(O)CO1,-1524.73,62.66227225927749,A~ArAA{B}ABr
O=CC1=CCOC1,-1392.02,55.2363579390304,B~AAr~AABAr
CCC#CCC=O,-1565.33,64.93408388916245,AAA^AAA~B
OC[CH]C=C[N]O,-1364.59,53.70148619007117,BA{AH}A~A{D}B
C#CCCC#CC,-1597.0,66.70620887237567,A^AAAA^AA
C1OC2CC1CO2,-1531.76,63.055642598146754,ArBAsAArABs
Cc1csnc1N,-1421.2,56.869152603070866,AarasdarD
C#C[CH][N]NCC,-1476.52,59.964635838667796,A^A{AH}{D}DAA
CC1CCCN1,-1637.38,68.96571019293613,AArAAADr
C=C1COC(C)C1,-1720.37,73.60949460584627,A~ArABA{A}Ar
C#CC(C)CC=O,-1559.65,64.61625408478446,A^AA{A}AA~B
C#CC(C=C)OC,-1534.11,63.18713908411299,A^AA{A~A}BA
C=CCCN(C)C,-1905.71,83.98037065222258,A~AAAD{A}A
[CH2][N]N1CC1CO,-1410.94,56.295044540937376,{AHs}{D}DrAArAB
C#CC1OCC1C,-1541.37,63.59337929182146,A^AArBAArA
C=C1CCC(=O)O1,-1414.66,56.503200680424385,A~ArAAA{~B}Br
CC(CN)CCO,-1862.12,81.54125072742735,AA{AD}AAB
CNC(C)(C)C#N,-1663.07,70.40321858632885,ADA{A}{A}A^D
COCCC1CC1,-1836.25,80.09367026276915,ABAAArAAr
C#CC(=O)NC=N,-1178.98,43.31550203679664,A^AA{~B}DA~D
NCc1ccoc1,-1469.08,59.548323559693806,DAaraabar
C#CCC#CC=C,-1447.48,58.339675007833826,A^AAA^AA~A
C=CCC(=C)CC,-1904.03,83.88636465374458,A~AAA{~A}AA
CNC(=N)C1CC1,-1659.71,70.21520658937285,ADA{~D}ArAAr
NC1CC=CCC1,-1800.9,78.11562737812794,DArAA~AAAr
C=CCOCCN,-1727.43,74.00454362325979,A~AABAAD
C=C(CO)OC,-1350.25,52.89907784591969,A~A{AB}BA
CCN(C)CC=O,-1719.24,73.54626438067953,AAD{A}AA~B
C=C[C]1C=N[N]S1,-1144.85,41.405725412954915,A~A{A}rA~D{D}Er
N#CCCC#N,-1112.08,39.57204888311921,D^AAAA^D
CNC1CC1(C)N,-1783.29,77.13024307265322,ADArAAr{A}D
C1C2OC3C1C3O2,-1378.05,54.45465329692466,ArAsBAtArAtBs
Oc1ccn(O)c1,-1116.01,39.79195577241595,Baraad{B}ar
C=CC#CC#N,-1053.94,36.31876986436278,A~AA^AA^D
C=COC=CCC,-1703.61,72.6716728591253,A~ABA~AAA
CC1=NNC(C)C1,-1423.21,56.98162406553561,AAr~DDA{A}Ar
On1cccc1,-1146.37,41.49077845919692,Bdraaaar
CCC1CNC1C,-1904.4,83.90706835579033,AAArADArA
C=C(CC)C1CO1,-1693.64,72.11379202291958,A~A{AA}ArABr
C=CC1C=CCC1,-1778.55,76.86501186266172,A~AArA~AAAr
OCC1CC=CC1,-1724.63,73.84786695912977,BAArAA~AAr
CC1CC(C=O)O1,-1510.34,61.857066117552264,AArAA{A~B}Br
CNC(C)C(=O)O,-1554.25,64.31409194681946,ADA{A}A{~B}B
CCC(C)(C)NC,-2055.72,92.37432293298714,AAA{A}{A}DA
C#CC(=O)N(C)O,-1216.53,45.41664801468284,A^AA{~B}D{A}B
N#CC(=O)C1CN1,-1316.15,50.99097990062224,D^AA{~B}ArADr
O=Cc1cccs1,-1369.09,53.95328797170867,B~Aaraaasr
[CH2]C=C[N]OC,-1259.54,47.82331348762255,{AHs}A~A{D}BA
CCC(=O)COC,-1656.28,70.02327767581362,AAA{~B}ABA
CC(=O)C=CN,-1313.99,50.870115045436236,AA{~B}A~AD
OCCCC1CO1,-1641.43,69.19233179640987,BAAAArABr
CN1CCO[C]1[NH],-1480.05,60.16216034737455,ADrAAB{A}r{DH}
CS(=O)(=O)C1CC1,-1417.75,56.67610457048212,AE{~B}{~B}ArAAr
CC1CC1CO,-1551.39,64.15405792560098,AArAArAB
NCC(N)C1CC1,-1787.53,77.36749630690721,DAA{D}ArAAr
CC1(O)CCOC1,-1665.52,70.54031066744258,AAr{B}AABAr
C#CCC(=O)C#N,-1156.77,42.07272035453691,A^AAA{~B}A^D
C=CN(C=O)C=O,-1280.55,48.998948028112274,A~AD{A~B}A~B
NC=C(C=O)CO,-1276.17,48.753860960651785,DA~A{A~B}AB
C1=NOC2CC1C2,-1414.7,56.50543891848337,Ar~DBAsAArAs
C1=NOCOCC1,-1361.56,53.53193965710193,Ar~DBABAAr
NC(C=O)=CC=O,-1403.57,55.88264917856664,DA{A~B}~AA~B
CCNC(C)(C)C,-2058.97,92.55617977528088,AADA{A}{A}A
CC1(C)CCC1=O,-1726.57,73.95642150499127,AAr{A}AAAr~B
NC1=CC(=O)C=C1,-1339.76,52.312099914946955,DAr~AA{~B}A~Ar
OCC#CC1CN1,-1328.7,51.69322709163347,BAA^AArADr
CC([CH][N]O)CN,-1576.15,65.53952728412195,AA{{AH}{D}B}AD
O=C1C=COCC1,-1405.83,56.009109628900134,B~ArA~ABAAr
C#CC#CCC#C,-1283.19,49.14667174000627,A^AA^AAA^A
CC1(N)COC1,-1418.76,56.73262008147187,AAr{D}ABAr
Cc1ccc(C)[nH]1,-1477.58,60.02394914723129,Aaraaa{A}{dH}r
C=CC(O)COC,-1640.22,69.12462509512513,A~AA{B}ABA
OCC1=NNCC1,-1246.66,47.10260083262457,BAAr~DDAAr
C#CCOC(=N)N,-1611.74,67.53099959711716,A^AABA{~D}D
C1OCC2(CC2)O1,-1508.99,61.781525583061025,ArBAAs{AAs}Br
C#Cc1ccsn1,-1146.75,41.51204172075742,A^Aaraasdr
CC1C(C)C1CO,-1846.85,80.68680334840413,AArA{A}ArAB
CC(=O)NC(C)C,-1758.24,75.72854648820449,AA{~B}DA{A}A
C=CC(C)(C)C#N,-1920.97,84.83425847173106,A~AA{A}{A}A^D
NC1C(O)C1CO,-1519.19,62.352276288106005,DArA{B}ArAB
CC(C)C(C)C#N,-1802.17,78.18669143650119,AA{A}A{A}A^D
CC1(CCO)CN1,-1715.39,73.33083396750081,AAr{AAB}ADr
NCC1CO1,-1118.53,39.932964770132955,DAArABr
O=CC1CCCO1,-1529.28,62.91687183848875,B~AArAAABr
OCC1NCC1O,-1389.73,55.10821881015265,BAArDAArB
CC(C)C(=O)C#N,-1467.66,59.46886610859932,AA{A}A{~B}A^D
C=C(CCO)OC,-1648.5,69.5879403733381,A~A{AAB}BA
C[CH][N]OCOC,-1491.69,60.81348762254354,A{AH}{D}BABA
CC(C)N(C)C=O,-1745.44,75.0123103093245,AA{A}D{A}A~B
CC1C=CC(C)C1,-1924.83,85.05024844442454,AArA~AA{A}Ar
CC1CNC1,-1316.14,50.990420341107495,AArADAr
CON=C(C)C#N,-1305.65,50.40344241013475,ABD~A{A}A^D
CC1(C)CC1N,-1622.21,68.1168584090604,AAr{A}AArD
CC1CC1NC=O,-1604.22,67.11021084202517,AArAArDA~B
CC1CC(C=O)N1,-1582.53,65.89652625453245,AArAA{A~B}Dr
CC1CC(CN)N1,-1425.78,57.12543086082636,AArAA{AD}Dr
C1=CC2CC1CO2,-1581.59,65.84392766014594,Ar~AAsAArABs
C1=CC=COC=C1,-1437.73,57.79410448095259,Ar~AA~ABA~Ar
CN(C)C=CC=O,-1593.4,66.50476744706567,AD{A}A~AA~B
Nc1ccoc1,-1174.72,43.07712968351314,Daraabar
CC(O)C(N)CO,-1669.35,70.75462196159184,AA{B}A{D}AB
C1CC1CN1CC1,-1758.43,75.73917811898475,ArAArADrAAr
OCC1=CCC=C1,-1587.86,66.19477147589419,BAAr~AAA~Ar
C=CC1CN1[CH][NH],-1475.49,59.907001208648566,A~AArADr{AH}{DH}
C1CN2CC1C2,-1472.0,59.7117149380008,ArADsAArAs
C=CC(O)CC#N,-1465.83,59.36646671740006,A~AA{B}AA^D
C=C(CC)COC,-1839.52,80.2766462240924,A~A{AA}ABA
[CH2][N]N(CC)CC,-1763.37,76.01560051927122,{AHs}{D}D{AA}AA
C=CC1CC1OC,-1689.15,71.86254980079681,A~AArAArBA
N[N][CH]CCCO,-1443.77,58.132078427861586,D{D}{AH}AAAB
OCC1CN1,-1120.22,40.0275303281257,BAArADr
CC1OC1[CH][N]O,-1359.52,53.41778951609294,AArBAr{AH}{D}B
C=C(CO)C(C)=O,-1529.06,62.90456152916424,A~A{AB}A{A}~B
C=CCCC(=O)O,-1540.74,63.55812704239224,A~AAAA{~B}B
C#C[CH][N]NC,-1177.65,43.241080621334895,A^A{AH}{D}DA
C=CCCOC=C,-1700.9,72.52003223062805,A~AAABA~A
CC1COS1([O])[O],-1573.34,65.3822910604772,AArABEr{{B}}{B}
C=C1OC2CC1C2,-1558.4,64.54630914544072,A~ArBAsAArAs
Cc1cnoc1C,-1461.79,59.14040467344106,AaradbarA
C=CCC1CC1N,-1773.13,76.56173060566722,A~AAArAArD
Nn1cccc1,-1231.06,46.229687989614575,Ddraaaar
CC1(N)CCNC1,-1776.14,76.73015801960699,AAr{D}AADAr
C=CC#CC(=O)O,-1243.97,46.952079323156816,A~AA^AA{~B}B
CCN1CC(=O)C1,-1584.2,65.98997269349569,AADrAA{~B}Ar
CCN(C=N)C=O,-1487.8,60.59581897130579,AAD{A~D}A~B
CC=CC(C)=O,-1433.53,57.559089484757614,AA~AA{A}~B
CCC(C)(C)N,-1768.93,76.32671560947225,AAA{A}{A}D
COCCC1CN1,-1704.5,72.72147365593804,ABAAArADr
C#CC(C#N)C=O,-1326.49,51.56956443887372,A^AA{A^D}A~B
CCC(CO)NC,-1858.93,81.36275124222215,AAA{AB}DA
NC1(CO)CCC1,-1716.37,73.38567079994627,DAr{AB}AAAr
C=CCCC(=C)C,-1904.94,83.93728456958682,A~AAAA{~A}A
C1=COC=COC1,-1372.16,54.125072742736926,Ar~ABA~ABAr
CC=C1CCCO1,-1724.38,73.83387797126103,AA~ArAAABr
CC(C#N)=CN,-1246.59,47.0986839160213,AA{A^D}~AD
C=CC(=O)C(C)O,-1528.38,62.86651148216124,A~AA{~B}A{A}B
CN1CC=CC=N1,-1513.2,62.01710013877077,ADrAA~AA~Dr
CCC(N)C(C)N,-1934.81,85.60868884014502,AAA{D}A{A}D
[NH][CH]N1CC1CO,-1382.22,54.68798961457541,{DH}{AH}DrAArAB
COC=C(C)CN,-1716.02,73.36608621693004,ABA~A{A}AD
N[N][CH]CC1CO1,-1557.4,64.49035319396572,D{D}{AH}AArABr
N=C1CCCON1,-1447.01,58.31337571064059,D~ArAAABDr
CC(N)CCCN,-1934.27,85.57847262634854,AA{D}AAAD
CC1=CC(=O)CC1,-1610.53,67.46329289583241,AAr~AA{~B}AAr
CN=c1[nH]cco1,-1339.2,52.28076458212096,AD~ar{dH}aabr
CCCCNC,-1760.25,75.84101795066924,AAAADA
CCN1CC1C=O,-1577.91,65.63800975871796,AADrAArA~B
C=C1CC=CCO1,-1580.61,65.78909082770043,A~ArAA~AABr
OCC1C=NNC1,-1253.78,47.501007207126555,BAArA~DDAr
C#CCOCOC,-1477.23,60.004364564215045,A^AABABA
C1=CC2CNC2C1,-1643.1,69.28577823537312,Ar~AAsADAsAr
C=C(C)C1CC1C,-1519.39,62.36346747840102,A~A{A}ArAArA
C=CC1CCCO1,-1716.04,73.36720533595954,A~AArAAABr
CC1=CCCO1,-1430.25,57.3755539639196,AAr~AAABr
CN1C=NCCO1,-1437.4,57.77563901696585,ADrA~DAABr
C=C1CON=C1C,-1440.01,57.921684050315605,A~ArABD~ArA
[CH]1O[CH][C]2OC[C]12,-1200.23,44.50456600564036,{AH}rB{AH}{A}sBA{A}rs
OCC1(CO)CN1,-1372.49,54.14353820672367,BAAr{AB}ADr
C=CC1CC1N,-1475.9,59.9299431487533,A~AArAArD
C[C](N)C=C[N]O,-1449.31,58.442074399033075,A{A}{D}A~A{D}B
CCC[N][CH]NO,-1571.21,65.26310488383545,AAA{D}{AH}DB
C#Cc1ccc[nH]1,-1909.97,84.21874300550607,A^Aaraaa{dH}r
CC12CCCC1O2,-1720.63,73.62404315322978,AArsAAAArBs
O=C1C=CCON1,-1270.7,48.447781906083534,B~ArA~AABDr
C1CN2CCC1C2,-1795.54,77.81570347822195,ArADsAAArAs
N#CC1C=NOC1,-1176.75,43.190720265007386,D^AArA~DBAr
CC#CCC=CC,-1754.98,75.54613008639599,AA^AAA~AA
C=CC=CC#N,-1224.22,45.84694928152559,A~AA~AA^D
O=C1CC=CCN1,-1244.44,46.978378620350064,B~ArAA~AADr
O=C1CCCCO1,-1553.66,64.28107793544923,B~ArAAAABr
C#Cc1cccs1,-1144.88,41.40740409149918,A^Aaraaasr
NCCC1CCN1,-1784.1,77.17556739334795,DAAArAADr
CC1(CO)CCN1,-1716.03,73.36664577644478,AAr{AB}AADr
CC1CCC1,-1453.11,58.65470701463808,AArAAAr
C#CC(C)(N)C#C,-1457.1,58.87797126102332,A^AA{A}{D}A^A
CCCCC(C)N,-2063.98,92.83651909217065,AAAAA{A}D
CCC(C)C1CC1,-2044.71,91.75824790724742,AAA{A}ArAAr
C#CCN[N][CH]C,-1476.28,59.951206410313816,A^AAD{D}{AH}A
C1CC1OC1CC1,-1687.28,71.75791217153858,ArAArBArAAr
CC(C)(C)CCO,-1991.66,88.78978468149874,AA{A}{A}AAB
NC1C=COC1=O,-1280.75,49.010139218407275,DArA~ABAr~B
CC=COCCC,-1847.7,80.73436590715791,AA~ABAAA
CC1CCC(C)O1,-1866.88,81.80760105644836,AArAAA{A}Br
COc1cnoc1,-1243.33,46.91626751421281,ABaradbar
CC1(O)CCCC1,-1869.61,81.96036080397512,AAr{B}AAAAr
C#CCONC=N,-1315.23,50.93950042526524,A^AABDA~D
CC1=CN[C]([NH])C1,-1673.28,70.97452885088859,AAr~AD{A}{{DH}}Ar
C=CC(C=O)=NO,-1655.63,69.98690630735486,A~AA{A~B}~DB
CC(=CCN)CN,-1791.28,77.57733112493845,AA{~AAD}AD
O=C1OC2CC1C2,-1385.39,54.86536998075116,B~ArBAsAArAs
C1CNCCNC1,-1794.29,77.7457585388782,ArADAADAr
C=COC(=O)C=C,-1393.37,55.31189847352164,A~ABA{~B}A~A
C=C(CN)C1CC1,-1771.22,76.45485473834998,A~A{AD}ArAAr
C1CC(N2CC2)C1,-1756.36,75.6233492994315,ArAA{DsAAs}Ar
CC#CCO,-1104.19,39.13055642598147,AA^AAB
C=C1CCCNC1,-1271.38,48.48583195308654,A~ArAAADAr
COC(=O)N1CC1,-1396.15,55.46745601862215,ABA{~B}DrAAr
CC(C)(O)CC#N,-1605.88,67.20309772147365,AA{A}{B}AA^D
C1CC(C2CN2)C1,-1765.89,76.15660951698825,ArAA{AsADs}Ar
C=C(C=CC)CO,-1710.69,73.06784099556829,A~A{A~AA}AB
N#CCOC1CC1,-1721.82,73.69063073548503,D^AABArAAr
C#CC(C#C)=CC,-1450.99,58.53608039751109,A^AA{A^A}~AA
NC1(CO)COC1,-1515.64,62.15363266036978,DAr{AB}ABAr
C=CC1CC1C,-1603.59,67.07495859259592,A~AArAArA
C=C1CC=C(C)O1,-1590.04,66.31675545010967,A~ArAA~A{A}Br
CN1CC1C#N,-1217.97,45.497224584806844,ADrAArA^D
C=CC1=NOCC1,-1436.41,57.72024262500561,A~AAr~DBAAr
CC#CC1CC1C,-1753.26,75.449885849859,AA^AArAArA
NCc1ccc[nH]1,-1551.59,64.16524911589597,DAaraaa{dH}r
C1=CCCNN=C1,-1519.13,62.34891893101751,Ar~AAADD~Ar
NC1COC1CO,-1514.97,62.11614217288152,DArABArAB
[CH2][N]NC1CCC1,-1625.21,68.28472626348538,{AHs}{D}DArAAAr
C#CCCO,-1099.93,38.89218407269797,A^AAAB
CC1=CCC(N)C1,-1275.43,48.71245355656028,AAr~AAA{D}Ar
CC1OCC1(C)C,-1846.74,80.68064819374189,AArBAAr{A}A
[CH2][N]NC1CC1C,-1624.28,68.23268722861364,{AHs}{D}DArAArA
CCOC=CCN,-1718.67,73.51436948833879,AABA~AAD
C=CC(=NN)OC,-1442.47,58.0593356909441,A~AA{~DD}BA
CCc1ccco1,-1602.58,67.01844308160615,AAaraaabr
C=CCC1CO1,-1400.01,55.68344599131564,A~AAArABr
CC#CCC=O,-1269.98,48.40749362102154,AA^AAA~B
Cn1[nH]ccc1=O,-1345.19,52.6159407314562,Adr{dH}aaar~B
C=CC(C)C1CC1,-1900.22,83.67317247862483,A~AA{A}ArAAr
C#CC1C(C)N1C,-1459.06,58.98764492591432,A^AArA{A}DrA
C=C(C)C(N)=O,-1322.1,51.32391781189847,A~A{A}A{D}~B
CCNC(C)C,-1763.55,76.02567259053673,AADA{A}A
[CH2][N][N][C](C)CO,-1446.64,58.292672008594856,{AHs}{D}{D}{A}{A}AB
CC(=N)NC(C)=O,-1500.0,61.27848157930077,AA{~D}DA{A}~B
CC(N)(CN)CO,-1735.5,74.45610815166302,AA{D}{AD}AB
O=S1(=O)C=CCC1,-1308.09,50.53997493173373,B~Er{~B}A~AAAr
C=CN=C(C)NO,-1432.78,57.517122521151364,A~AD~A{A}DB
CC(C)=C(C)C,-1755.17,75.55676171717624,AA{A}~A{A}A
C=CCC=CCC,-1904.81,83.93001029589506,A~AAA~AAA
CN1CC(C=O)C1,-1573.47,65.38956533416895,ADrAA{A~B}Ar
C=CC1CCN1C,-1760.18,75.83710103406601,A~AArAADrA
CCCC1(C)CN1,-1612.44,67.57016876314965,AAAAr{A}ADr
CC1=NN=CC1,-1230.06,46.173732038139576,AAr~DD~AAr
[CH2]C(C=O)=C[N]O,-1373.73,54.21292358655267,{AHs}A{A~B}~A{D}B
CCC1C(O)C1O,-1645.35,69.41167912619186,AAArA{B}ArB
CCC1CCN1C,-1766.74,76.20417207574198,AAArAADrA
NC1C2CNC1C2,-1649.46,69.6416580867541,DArAsADArAs
COC(=O)C(C)C,-1680.8,71.39531760598058,ABA{~B}A{A}A
C=CC1(C)CCC1,-1251.02,47.34656878105556,A~AAr{A}AAAr
C=Cc1ccco1,-1460.22,59.05255382962533,A~Aaraaabr
C=C(CC)C(C)C,-2048.01,91.94290254711491,A~A{AA}A{A}A
CC1(CO)CNC1,-1711.15,73.0935807332468,AAr{AB}ADAr
CC1=CCCC1N,-1473.59,59.80068490084606,AAr~AAAArD
CC1(C)C=NOC1,-1574.56,65.45055732127669,AAr{A}A~DBAr
C=C1C=CCC=C1,-1653.5,69.8677201307131,A~ArA~AAA~Ar
CC=C(C=O)CO,-1527.34,62.80831729262725,AA~A{A~B}AB
CC([CH][N]O)CO,-1507.79,61.71437844129101,AA{{AH}{D}B}AB
C#CC1OC1C,-1246.32,47.08357580912306,A^AArBArA
C=CCC(N)CO,-1723.32,73.77456466269753,A~AAA{D}AB
Nn1cccc1O,-1344.54,52.579569362997454,DdraaaarB
C=NNC=CC=O,-1319.09,51.15549039795872,A~DDA~AA~B
Cc1c[nH]cc1C,-1553.34,64.26317203097722,Aara{dH}aarA
